epoch,loss,step,training_run
0,368.6365966796875,0,0
0,312.84521484375,1,1
0,259.1336364746094,2,2
0,179.31056213378906,3,3
0,94.70680236816406,4,4
0,56.9261360168457,5,5
0,32.73417663574219,6,6
0,13.471406936645508,7,7
0,6.090975284576416,8,8
0,8.932190895080566,9,9
0,6.5961456298828125,10,10
0,6.562313079833984,11,11
0,5.330912113189697,12,12
0,4.389459133148193,13,13
0,4.9084601402282715,14,14
0,6.160793781280518,15,15
0,5.271953582763672,16,16
0,5.365541934967041,17,17
0,4.422430992126465,18,18
0,5.019253253936768,19,19
0,26.282209396362305,20,20
0,15.131356239318848,21,21
0,10.359807968139648,22,22
0,9.328084945678711,23,23
0,6.606222152709961,24,24
0,7.078407287597656,25,25
0,5.47223424911499,26,26
0,5.913974285125732,27,27
0,5.218509674072266,28,28
0,6.274710655212402,29,29
0,5.5393967628479,30,30
0,8.647717475891113,31,31
0,5.997699737548828,32,32
0,6.904370307922363,33,33
0,5.190093994140625,34,34
0,5.912200927734375,35,35
0,5.533100128173828,36,36
0,5.450644016265869,37,37
0,5.133120536804199,38,38
0,8.123778343200684,39,39
0,6.406169414520264,40,40
0,4.9310526847839355,41,41
0,5.136935710906982,42,42
0,4.022488117218018,43,43
0,5.310582637786865,44,44
0,3.8627922534942627,45,45
0,5.27896785736084,46,46
0,3.735670804977417,47,47
0,5.178894996643066,48,48
0,3.9552812576293945,49,49
0,4.977844715118408,50,50
0,3.79030704498291,51,51
0,4.77372407913208,52,52
0,3.778456449508667,53,53
0,5.440196514129639,54,54
0,3.7519314289093018,55,55
0,7.456070899963379,56,56
0,4.18462610244751,57,57
0,6.857537746429443,58,58
0,4.168063163757324,59,59
0,6.467118740081787,60,60
0,4.189444541931152,61,61
0,6.201972484588623,62,62
0,4.1120381355285645,63,63
0,6.129777908325195,64,64
0,3.9491262435913086,65,65
0,6.416743278503418,66,66
0,3.99068546295166,67,67
0,6.204564571380615,68,68
0,3.960461378097534,69,69
0,6.032092571258545,70,70
0,3.981856107711792,71,71
0,5.855191230773926,72,72
0,3.8634376525878906,73,73
0,6.102844715118408,74,74
0,3.7465338706970215,75,75
0,5.971043586730957,76,76
0,3.7640557289123535,77,77
0,5.866247653961182,78,78
0,3.6822943687438965,79,79
0,6.146330833435059,80,80
0,4.400421142578125,81,81
0,6.034318447113037,82,82
0,4.1691813468933105,83,83
0,6.302430152893066,84,84
0,3.9797306060791016,85,85
0,6.147157669067383,86,86
0,3.9399805068969727,87,87
0,5.940417289733887,88,88
0,3.898754119873047,89,89
0,5.799667835235596,90,90
0,3.7872307300567627,91,91
0,5.7275896072387695,92,92
0,3.72257399559021,93,93
0,5.592416763305664,94,94
0,3.767624616622925,95,95
0,5.600295066833496,96,96
0,3.7369372844696045,97,97
0,5.560718059539795,98,98
0,3.6676747798919678,99,99
0,5.594260215759277,100,100
0,1.613781213760376,101,100
0,10.523853302001953,102,101
0,2.6224007606506348,103,101
0,2.916888952255249,104,102
0,15.00778865814209,105,102
0,4.462651252746582,106,103
0,2.468144416809082,107,103
0,6.357000827789307,108,104
0,4.915444374084473,109,104
0,5.820925712585449,110,105
0,2.90631365776062,111,105
0,5.57242488861084,112,106
0,4.1661763191223145,113,106
0,2.6858675479888916,114,107
0,6.147507190704346,115,107
0,3.0262081623077393,116,108
0,2.5832560062408447,117,108
0,5.947697639465332,118,109
0,3.1988253593444824,119,109
0,5.260717391967773,120,110
0,3.6985442638397217,121,110
0,3.142730951309204,122,111
0,3.1620330810546875,123,111
0,3.9235429763793945,124,112
0,3.0155563354492188,125,112
0,3.3406267166137695,126,113
0,5.489119052886963,127,113
0,3.4987075328826904,128,114
0,4.977356433868408,129,114
0,2.9268736839294434,130,115
0,3.8434810638427734,131,115
0,2.839054584503174,132,116
0,5.704148769378662,133,116
0,2.3857650756835938,134,117
0,5.929160118103027,135,117
0,1.949477195739746,136,118
0,5.897298812866211,137,118
0,2.6181912422180176,138,119
0,3.899916410446167,139,119
0,4.286820888519287,140,120
0,3.7828266620635986,141,120
0,2.9752957820892334,142,121
0,3.7350966930389404,143,121
0,2.9615237712860107,144,122
0,3.433007001876831,145,122
0,4.040670394897461,146,123
0,3.6222171783447266,147,123
0,4.876682758331299,148,124
0,2.639312982559204,149,124
0,2.9928174018859863,150,125
0,3.960759401321411,151,125
0,3.1063013076782227,152,126
0,5.401276588439941,153,126
0,2.4055521488189697,154,127
0,6.833734035491943,155,127
0,1.8183938264846802,156,128
0,6.9553608894348145,157,128
0,1.518913745880127,158,129
0,4.7104105949401855,159,129
0,1.5060065984725952,160,130
0,5.368440628051758,161,130
0,1.5936223268508911,162,131
0,9.373252868652344,163,131
0,1.4892734289169312,164,132
0,6.898696422576904,165,132
0,1.5795239210128784,166,133
0,6.426089286804199,167,133
0,1.2994388341903687,168,134
0,7.780076503753662,169,134
0,1.352394700050354,170,135
0,7.58386754989624,171,135
0,1.6316134929656982,172,136
0,6.748085021972656,173,136
0,1.6852957010269165,174,137
0,5.356420040130615,175,137
0,1.8832696676254272,176,138
